id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
ark://27927/pghjpf2mpq,Songs of Life in Calcutta: Protest and Social Commentary in Contemporary Bengali Popular Music,Journal of Creative Communications,2012,10.1177/0973258613512445,article,research-article,portico,,2012-11-01,3,7,http://doi.org/10.1177/0973258613512445,Stephane Dorin,SAGE Publications,eng,197,208,,bengali; suman chatterjee; calcutta; stephane dorin; bangla rock; popular music; creative communications; gautam chatterjee; pete seeger; bangla gaan,8003,12,unigram; bigram; trigram
ark://27927/phzb59gwg3d,"Flickers of the Spirit: ""Black Independent Film,"" Reflexive Reception, and a Blues Cinema Sublime",Black Camera,2010,,article,,portico,,2010-05-08,2,1,,Terri Simone. Francis,Project MUSE,eng,7,24,,cinema; black film; black independent; black cinema; hollywood; african; independent cinema; black camera; stepin fetchit; filmmakers,8759,18,unigram; bigram; trigram
ark://27927/pjc9vdd7x,Creative and cultural work post-Covid-19: Interruptions as space of political re-futuring,International Journal of Cultural Studies,2024,10.1177/13678779231217295,article,research-article,portico,,2024-07-01,4,27,http://doi.org/10.1177/13678779231217295,Roberta Comunian; Tamsyn Dent; Jessica Tanghetti,SAGE Publications,eng,528,545,,creative; labour; precarity; lockdown; precarious; milanese ccws; interruption; precarious labour; creative industries; cultural,10949,18,unigram; bigram; trigram
http://www.jstor.org/stable/27112354,Contributors,Cinéaste,2022,,article,misc,jstor,,2022-04-01,2,47,http://www.jstor.org/stable/27112354,,"Cineaste Publishers, Inc.",eng,78,79,,cineaste; issues libraries; cinema; teaches film; film critic; markopoulos; movies; libraries and institutions; cineaste spring; institutions overseas,2268,2,unigrams; bigrams; trigrams
ark://27927/phzdz70mw4m,Identity work in female‐led creative businesses,"Gender, Work & Organization",2020,10.1111/gwao.12357,article,,portico,,2020-05-01,3,27,http://doi.org/10.1111/gwao.12357,Lynn Martin; Bob Jerrard; Lucy Wright,"John Wiley & Sons, Inc.",eng,310,326,,identity; gut feeling; business; creative; identity work; gender; entrepreneurial; entrepreneurship; alvesson; intuition,10246,17,unigram; bigram; trigram
ark://27927/pjbj15mbtjd,Notes,Nickelodeons and Black Vaudeville,2023,,chapter,,portico,,2023-01-01,,,,"Wong, Kathi Clark",The University of Tennessee Press,eng,,,,digital image; richmond; wonderland; woman rtd; advertisement; advertisement bet; theater; city directory; bucyrus; cox woman,19369,32,unigram; bigram; trigram
http://www.jstor.org/stable/3660174,All the World's a Stage! The Actors' Strike of 1919,The Journal of American History,2005,,article,research-article,jstor,,2005-03-01,4,91,http://www.jstor.org/stable/3660174,Sean P. Holmes,Oxford University Press,eng,1291,1317,,actors; theatrical; equity; strike; actors equity; theater; chorus girls; actors strike; performers; managers,14742,27,unigrams; bigrams; trigrams
ark://27927/pjbd5pxtmwz,Issue Matter,Journal of Fashion Marketing and Management,2023,,article,null,portico,,2023-03-23,2,27,,,Emerald Group Publishing,eng,,,,industry; technologies; clothing; textile; sector; implementation; clothing sector; clothing industry; maturity; textile sector,123712,196,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn83045462/1961-03-27/ed-1,"Evening star. [volume] : (Washington, D.C.) 1854-1972, issue 1961-03-27","Evening star. [volume] : (Washington, D.C.) 1854-1972",1961,,newspaper,,loc-chronam,,1961-03-27,,,https://chroniclingamerica.loc.gov/lccn/sn83045462/1961-03-27/ed-1/,,W.D. Wallach & Hope,eng,1,42,"Washington, D.C.",gromyko; pravda; staff writer; district; senate; federal; ohio senate; president; fort lauderdale; race purse,172336,42,unigrams; bigrams; trigrams
ark://27927/pjbp93fs3nt,Notes,Pittsburgh in Stages,2007,,chapter,,portico,,2007-01-01,,,,"Conner, Lynne",University of Pittsburgh Press,eng,,,,pittsburgh; theater; curtis theatre; pittsburgh library; theatre collection; clipping files; curtis theatre collection; drama clipping; files carnegie; carnegie library,16114,30,unigram; bigram; trigram
ark://27927/phw6fg0857,Imperialism and Empire in Twentieth-Century Germany,History & Memory,2005,10.1353/ham.2005.0019,article,,portico,,2005-08-16,1,17,http://doi.org/10.1353/ham.2005.0019, Poiger; Uta G.,Project MUSE,eng,117,143,,german; imperialism; empire; colonialism; colonial; german colonialism; illustrirte zeitung; imperialism and empire; german history; zantop,9835,27,unigram; bigram; trigram
ark://27927/phxwp8hdz5,Introduction,Animation,2009,,chapter,,portico,,2009-01-01,,,,Maureen Furniss,Indiana University Press,eng,1,8,,animation; disney; maureen furniss; animation art; studio; animated productions; japanese animation; focuses; animation industry; hanna barbera,2859,8,unigram; bigram; trigram
ark://27927/phzk4jj6r7x,3. Willpower Can Cure All Human Ailments,The Warrior&#39;s Camera,2020,,chapter,,portico,,2020-01-01,,,,Stephen Prince,Princeton University Press,eng,,,,kurosawa; matsunaga; sanada; postwar; stray dog; drunken; kurosawas films; takashi shimura; cinema; drunken angej,19634,47,unigram; bigram; trigram
http://www.jstor.org/stable/2702489,Reds as History,Reviews in American History,1982,,article,research-article,jstor,,1982-09-01,3,10,http://www.jstor.org/stable/2702489,Robert A. Rosenstone*,Johns Hopkins University Press,eng,297,310,,rosenstone reds; john reed; louise; beatty; history; radical; revolution; hollywood; communist; historical,6917,14,unigrams; bigrams; trigrams
ark://27927/pjbmx5r5f9s,General Bibliography,"Propaganda, Communication and Public Opinion",2015,,chapter,,portico,,2015-12-08,,,,BRUCE LANNES SMITH; HAROLD D. LASSWELL; RALPH D. CASEY,Princeton University Press,eng,129,392,,propaganda; bibliography; propaganda strategy; bibliographic footnotes; military; propa­ ganda; german; social; york norton; technique,238403,264,unigram; bigram; trigram
ark://27927/pbd189k5fbn,2. Paging Mr. Page: The Midnight Stage to Modernism,"Hot Music, Ragmentation, and the Bluing of American Literature",2015,,chapter,,portico,,2015-01-01,,,,"Tracy, Steven C.",The University of Alabama Press,eng,59,94,,minstrel; ragtime; recordings; huckleberry finn; jimmie rodgers; blues singers; paging; vernacular; performers; minstrelsy,17287,36,unigram; bigram; trigram
http://www.jstor.org/stable/26001044,"Looking back on the myth of the Great War: Anti-rhetoric, war culture and film in Fascist Italy","Media, War & Conflict",2014,,article,research-article,jstor,,2014-12-01,3,7,http://www.jstor.org/stable/26001044,Marie-France Courriol,"Sage Publications, Ltd.",eng,342,364,,fascist; milizia territoriale; fiction cinema; cavalleria; great war; italian; scarpe; conflict; war films; war film,10800,23,unigrams; bigrams; trigrams
https://chroniclingamerica.loc.gov/lccn/sn84024827/1922-05-07/ed-1,"Bisbee daily review. [volume] : (Bisbee, Ariz.) 1901-1971, issue 1922-05-07","Bisbee daily review. [volume] : (Bisbee, Ariz.) 1901-1971",1922,,newspaper,,loc-chronam,,1922-05-07,,,https://chroniclingamerica.loc.gov/lccn/sn84024827/1922-05-07/ed-1/,,W.B. Kelly,eng,1,24,"Bisbee, Ariz.",bisbee; copper; white canvas; bisbee district; arizona; catalina; canvas oxfords; womens white; cochise; santa monica,59436,24,unigrams; bigrams; trigrams; fullText
ark://27927/phw1hwcpjcq,Turhan Bey: Remaking a Star's Screen Image,The Journal of Popular Culture,2018,10.1111/jpcu.12644,article,,portico,,2018-02-01,1,51,http://doi.org/10.1111/jpcu.12644,Laurence Raw,"John Wiley & Sons, Inc.",eng,91,108,,turhan; turhan bey; performances; laurence raw; montez; screen; maria montez; screen image; hollywood; directed,6902,18,unigram; bigram; trigram
ark://27927/phzbq4c4vg6,"Book Review: The Procrastination Economy: The Big Business of Downtime, by Ethan Tussey",Television & New Media,2019,10.1177/1527476418784662,article,,portico,,2019-07-01,5,20,http://doi.org/10.1177/1527476418784662,Anna McCarthy,SAGE Publications,eng,539,541,,twitter; procrastination economy; downtime; television; bloomsbury srnicek; srnicek; instrumentalized downtime; platform capitalism; mobile; srnicek nick,1269,3,unigram; bigram; trigram
ark://27927/pgj2gkz43pq,Employability of older workers in the Netherlands: antecedents and consequences,International Journal of Manpower,2015,10.1108/IJM-12-2013-0289,article,,portico,,2015-09-07,6,36,http://doi.org/10.1108/IJM-12-2013-0289,SophieHennekam ProfessorJohn Burgess and Professor Julia Connell,Emerald Group Publishing,eng,931,946,,employability; older workers; perceived employability; baby boomer; boomer generation; self perceived employability; veteran generation; retirement; baby boomer generation; boomers,8510,16,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn92070146/1939-08-31/ed-1,"Imperial Valley press. : (El Centro, Calif.) 1907-current, issue 1939-08-31","Imperial Valley press. : (El Centro, Calif.) 1907-current",1939,,newspaper,,loc-chronam,,1939-08-31,,,https://chroniclingamerica.loc.gov/lccn/sn92070146/1939-08-31/ed-1/,,D.D. Pellet,eng,1,8,"El Centro, Calif.",,20493,8,unigram; fullText
ark://27927/phzfjnjjvz9,8 Dirty Harry	,The Limits of Auteurism,2018,,chapter,,portico,,2018-01-01,,,,Nicholas Godfrey,Rutgers University Press,eng,,,,dirty harry; scorpio; harry callahan; siegel; eastwood; clint eastwood; blaxploitation; easy rider; hollywood; auteur,9250,20,unigram; bigram; trigram
http://www.jstor.org/stable/jj.7855348.8,"Deportation of the Jews, from Belomorie to the Screen:","Bulgaria, the Jews, and the Holocaust: On the Origins of a Heroic Narrative",2023,,chapter,chapter,jstor,,2023-01-01,,,http://www.jstor.org/stable/jj.7855348.8,Nadège Ragaru; Victoria Baena; David A. Rich,University of Rochester Press,eng,79,136,"Rochester, NY",bulgarian; german; east german; zvezdi sterne; bulgarian cinematography; jewish; artistic; soviet; konrad wolf; deportation,22944,57,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/j.ctt24hd0q,Talking and Listening in the Age of Modernity,,2007,,book,book,jstor,,2007-01-01,,,http://www.jstor.org/stable/j.ctt24hd0q,Joy Damousi; Desley Deacon,ANU Press,eng,,,Canberra,australian; australian radio; modernity; children; wireless; melbourne; geography; federation; listeners; happiness club,79953,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/43458445,Britain's Big 'Scandal': Undercovers,Film Comment,1989,,article,research-article,jstor,,1989-03-01,2,25,http://www.jstor.org/stable/43458445,Graham Fuller,Film Society of Lincoln Center,eng,56,62,,profumo; profumo affair; keeler; joanne whalley; woolley; scandal; christine keeler; mandy rice; rice davies; ivanov,4400,6,unigrams; bigrams; trigrams
ark://27927/pjbr3pdd9bn,5. Fan Scholarship and Neoliberal Realism: The Case of the MCU,Theoretical Perspectives on Fan Scholarship in the Franchise Era,2024,,chapter,,portico,,2024-01-01,,,,"van de Goor, Sophie Charlotte",Amsterdam University Press,eng,,,,marvel; fan scholarship; superhero; fandom; comic books; neoliberal realism; hassler forest; franchise era; culture; theoretical perspec,16859,32,unigram; bigram; trigram
ark://27927/pbf4376g0f,Stravinsky Speaks to the Spanish-Speaking World,Stravinsky and His World,2013,10.2307/j.ctt32bbsf.13,chapter,,portico,,2013-08-25,,,https://doi.org/10.2307/j.ctt32bbsf.13,LEONORA SAAVEDRA; MARIEL FIORI; TAMARA LEVITZ; TAMARA LEVITZ,Princeton University Press,eng,177,224,,stravinsky; igor stravinsky; ballets russes; spanish; stravinsky speaks; maestro; petrushka; composer; chávez; leonora saavedra,23128,48,unigram; bigram; trigram
ark://27927/pjbfnrp1qj7,Notes,Creative Margins,2013,,chapter,,portico,,2013-01-01,,,,"Bain, Alison L.",University of Toronto Press,eng,,,,cultural; suburban; vancouver; toronto; artists; cultural workers; networks; suburbs; suburban cultural; metro vancouver,9175,18,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn97063183/1945-03-19/ed-1,"The Ypsilanti daily press. : (Ypsilanti, Mich.) 1928-1962, issue 1945-03-19","The Ypsilanti daily press. : (Ypsilanti, Mich.) 1928-1962",1945,,newspaper,,loc-chronam,,1945-03-19,,,https://chroniclingamerica.loc.gov/lccn/sn97063183/1945-03-19/ed-1/,,George C. Handy,eng,1,8,"Ypsilanti, Mich.",,31722,8,unigram; fullText
http://www.jstor.org/stable/3814931,Back Matter,Film History,1994,,article,misc,jstor,,1994-10-01,3,6,http://www.jstor.org/stable/3814931,,Indiana University Press,eng,409,413,,cinema; animation; cinema technology; film history; subscription; please; subscription rates; institutional; television; number,4736,10,unigrams; bigrams; trigrams
ark://27927/pgg1dd049hq,"Mahlon Blaine, John Steinbeck, and The Maniac (1941)",Steinbeck Review,2012,10.1111/j.1754-6087.2012.01178.x,article,,portico,,2012-05-01,1,9,http://doi.org/10.1111/j.1754-6087.2012.01178.x,NICK TAYLOR,"John Wiley & Sons, Inc.",eng,73,85,,blaine; steinbeck; mahlon blaine; maniac; legman; covici friede; parini; gershon legman; god unknown; john steinbeck,3009,12,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn82014519/1929-02-09/ed-1,"New Britain herald. [volume] : (New Britain, Conn.) 1890-1976, issue 1929-02-09","New Britain herald. [volume] : (New Britain, Conn.) 1890-1976",1929,,newspaper,,loc-chronam,,1929-02-09,,,https://chroniclingamerica.loc.gov/lccn/sn82014519/1929-02-09/ed-1/,,Herald Pub. Co.,eng,1,18,"New Britain, Conn.",church; oclock; church school; bible class; evening; meeting; sermon; service; prayer; morning,82942,18,unigrams; bigrams; trigrams; fullText
ark://27927/phz49p4dcgp,"A clown, a political messiah or a punching bag? Rethinking the performative identity construction of celebrity through social media",Global Media and China,2018,10.1177/2059436418805540,article,research-article,portico,,2018-09-01,3,3,http://doi.org/10.1177/2059436418805540,Tommy Tse; Joey Chan; Kimmy Cheng; Vivienne Leung,SAGE Publications,eng,141,157,,celebrity; identity; van krieken; marwick boyd; social; celebrity culture; public; paparazzi; celebrity identity; fashion,9369,17,unigram; bigram; trigram
ark://27927/phw68nj5tz,An Internet Discussion of Saving Private Ryan,Film & History: An Interdisciplinary Journal of Film and Television Studies,1998,,article,article,portico,,1998-01-01,3-4,28,,H-Net. H-PCAACA (Electronic discussion group),Project MUSE,eng,72,81,,private ryan; saving private; saving private ryan; spielberg; omaha beach; battle; normandy; film history; war movie; tom hanks,8899,11,unigram; bigram; trigram
ark://27927/pgk3fgxt9xx,The romance of work: Gender and aspirational labour in the digital culture industries,International Journal of Cultural Studies,2016,10.1177/1367877915572186,article,,portico,,2016-07-01,4,19,http://doi.org/10.1177/1367877915572186,Brooke Erin Duffy,SAGE Publications,eng,441,457,,labour; aspirational; aspirational labour; digital; bloggers; erin duffy; creative; banet weiser; cultural; brand devotion,8398,17,unigram; bigram; trigram
ark://27927/pjbdg4jckrt,Stepping Stone or Trap? Contextualising Precarity as a Sector and Age Phenomenon in the Greek Labour Market,Young,2023,10.1177/11033088221139391,article,research-article,portico,,2023-04-01,2,31,http://doi.org/10.1177/11033088221139391,Maria Symeonaki; Dimitris Parsanoglou; Glykeria Stamatopoulou,SAGE Publications,eng,161,184,,precarity; labour; precarious; sectors; employment; precarious labour; indicators; workers; median; measure precarity,14658,24,unigram; bigram; trigram
ark://27927/pgh2gmssjv7,Reviews,American Studies,2000,10.1353/amsj.v41i1.3128,article,,portico,,2000-01-01,1,41,http://doi.org/10.1353/amsj.v41i1.3128,,University of Kansas Libraries,eng,165,204,,american; nat turner; reviewed; volunteer fire; providence tales; spanos; history; secret journeys; fire departments; jock reynolds,22048,40,unigram; bigram; trigram
http://www.jstor.org/stable/43453832,Dawn and Out: Casualty of War,Film Comment,1990,,article,research-article,jstor,,1990-01-01,1,26,http://www.jstor.org/stable/43453832,Karen Jaehne,Film Society of Lincoln Center,eng,38,42,,columbia; hollywood; steels; karate kid; dawn steel; bankrolled emir; runway spotlights; hollywoods reassertion; homoerotic decadent; karen jaehne,1534,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/23339648,"LAST MAN STANDING: INTERRACIAL SEX AND SURVIVAL IN POST-NUCLEAR FILMS, 1951–2007",Modern Language Studies,2012,,article,research-article,jstor,,2012-07-01,1,42,http://www.jstor.org/stable/23339648,JACQUELINE FOERTSCH,Modern Language Studies,eng,30,51,,interracial; atomic; neville; nuclear; interracial sex; sexual; barbra; omega man; mailer; belafonte,11425,22,unigrams; bigrams; trigrams
ark://27927/phzb2zbs1g7,<i>Blondes Have More Fun</i>: Anita Loos and the Language of Silent Cinema,Modernism/modernity,2010,10.1353/mod.0.0213,article,,portico,,2010-07-16,2,17,http://doi.org/10.1353/mod.0.0213,Laura Catherine;  Frost,Project MUSE,eng,291,311,,lorelei; blondes; cinema; anita loos; pleasure; silent cinema; frost anita; intolerance; prefer blondes; titles,11347,21,unigram; bigram; trigram
ark://27927/pbd82m6rc7,3. Necessary and Competent: The CIA in The Agency and In the Company of Spies,The CIA in Hollywood,2012,,chapter,,portico,,2012-01-01,,,,"Jenkins, Tricia",University of Texas Press,eng,54,72,,beckner; agency; brandon; intelligence; terrorist; hollywood; chase brandon; episode; viewers; predator drone,8233,19,unigram; bigram; trigram
ark://27927/phzg2s51p0s,"Five. “A Supine Sinking into the Primeval Ooze”: Crooning and Its Discontents, 1929–1933	",Real Men Don&#39;t Sing,2015,,chapter,,portico,,2015-01-01,,,,"McCracken, Allison",Duke University Press,eng,,,,crooning; crooner; vallée; rudy vallée; primeval ooze; supine sinking; gender; singers; singing; feminine,21220,56,unigram; bigram; trigram
ark://27927/pjbj150qb80,3  Gender and Modernization in Nun Films,Confessional Cinema,2017,,chapter,,portico,,2017-01-01,,,,"Perez, Jorge",University of Toronto Press,eng,,,,nun films; novicia rebelde; sor tomasa; confessional cinema; sor sacrificio; vatican; religious; women religious; sor maría; gender,17334,35,unigram; bigram; trigram
ark://27927/phzn558pjft,Issue Matter,Online Information Review,2021,,article,,portico,,2021-01-27,1,45,,,Emerald Group Publishing,eng,,,,review; credibility; usefulness; perceived usefulness; review usefulness; star rating; arguments; relative importance; sidedness; online,133996,260,unigram; bigram; trigram
http://www.jstor.org/stable/25462110,The German Getaway,Foreign Policy,2006,,article,book-review,jstor,,2006-11-01,157,,http://www.jstor.org/stable/25462110,Jeffrey Gedmin; Eva Demski,"Washingtonpost.Newsweek Interactive, LLC",eng,84,87,,demskis; germans; isabel allende; chilean; demskis book; anthony feinstein; thailand; siamese village; chris hedges; bestsellers,1937,4,unigrams; bigrams; trigrams
ark://27927/pgk3c1692cp,Contentious (Socio-spatial) Relations: Tawaifs and Congress House in Contemporary Bombay/Mumbai,Indian Journal of Gender Studies,2016,10.1177/0971521516635307,article,,portico,,2016-06-01,2,23,http://doi.org/10.1177/0971521516635307,Geeta Thatra,SAGE Publications,eng,191,217,,courtesans; compound; congress house; bombay; musicians; foras road; mumbai; accompanists; indian; performing arts,10717,27,unigram; bigram; trigram
ark://27927/pbd82c03w7,Bibliography,"A History of Fascism, 19141945",1996,,chapter,,portico,,1996-01-01,,,,Stanley G. Payne,University of Wisconsin Press,eng,523,577,,fascism; hitler; mussolini; london; third reich; felice; princeton; munich; bologna; chapel hill,21388,56,unigram; bigram; trigram
ark://27927/pc0kps868,"hollywood dreams, harsh realities: writing for film and television",Contexts,2002,10.1525/ctx.2002.1.4.21,article,,portico,,2002-11-01,4,1,http://doi.org/10.1525/ctx.2002.1.4.21,"Denise D. Bielby,,William T. Bielby",University of California Press,eng,21,27,,writers; hollywood; television; television writers; typecasting; minority themed; american writers; bielby; audience; african,4011,7,unigram; bigram; trigram
ark://27927/phzngp7q93b,Issue Matter,Journal of Product & Brand Management,2021,,article,,portico,,2021-01-28,1,30,,,Emerald Group Publishing,eng,,,,tourism; branding; destination; brand equity; brand management; destination branding; hospitality; place branding; marketing; creation,162948,196,unigram; bigram; trigram
ark://27927/phz6k03jbc,2. Sense and Sensuousness: Approaching Europe under Franco&#39;s Dictatorship	,The Rise of Euroskepticism,2018,,chapter,,portico,,2018-01-01,,,,Luis Martin-Estudillo,Vanderbilt University Press,eng,57,88,,giménez caballero; europe; ortega; european; unamuno; spanish; sensuousness; fascism; regime; fascist,12945,32,unigram; bigram; trigram
ark://27927/phzg2wn2659,Notes	,Invisibility by Design,2020,,chapter,,portico,,2020-01-01,,,,"Lukács, Gabriella",Duke University Press,eng,,,,accessed; net idol; photography; indexhtml accessed; jawikipediaorg wiki; defunct; ninagawa mika; nagashima; wikipedia; website,17654,40,unigram; bigram; trigram
ark://27927/phx4kx2hhwj,Managing the semiotics of skin tone: Race and aesthetic labor in the fashion modeling industry,Economic and Industrial Democracy,2012,10.1177/0143831X11427591,article,,portico,,2012-02-01,1,33,http://doi.org/10.1177/0143831X11427591,Elizabeth Wissinger,SAGE Publications,eng,125,143,,black models; aesthetic labor; modeling; wissinger; fashion; white gaze; entwistle; industry; racial; nickson,10455,19,unigram; bigram; trigram
ark://27927/pbd84774gr,6. Disciplining and Normalizing the Woman Subject in Contemporary Literature and Film,Chang and Eng Reconnected,2012,,chapter,,portico,,2012-01-01,,,,Cynthia Wu,Temple University Press,eng,120,142,,dead ringers; conjoined; beverly; elliot; eng bunker; falls idaho; twin falls; nadine; disciplining; conjoined men,9895,23,unigram; bigram; trigram
http://www.jstor.org/stable/jj.13760045,Reflections on the Russia-Ukraine War,,2024,,book,book,jstor,,2024-01-01,,,http://www.jstor.org/stable/jj.13760045,Maarten Rothman; Lonneke Peperkamp; Sebastiaan Rietjens,Leiden University Press,eng,,,,synthetic organisation; robbert verhulst; ukraine; ukrainian; ukraine conflict; military; bricolage; surprise; ooda loop; kramer,214750,,unigrams; bigrams; trigrams; fullText
ark://27927/pjb22c2xw0p,"Soundscape of a National Cinema Industry: Filmfarsi and Its Sonic Connections with Egyptian and Indian Cinemas, 1940s–1960s",Film History,2020,,article,research-article,portico,,2020-10-01,3,32,,Claire Cooley,Indiana University Press,eng,43,74,,iranian; cinema; iranian cinema; soundscape; egyptian; oley soundscape; qarun’s treasure; film industry; persian; dubbing,13210,32,unigram; bigram; trigram
ark://27927/phx614bd96n,Media Briefs,Media International Australia,1985,10.1177/1329878X8503800145,article,,portico,,1985-11-01,1,38,http://doi.org/10.1177/1329878X8503800145,Tony Harris; Sylvia Martin; Wendy Verco,SAGE Publications,eng,143,160,,reported; licence; satellite; australian; kerry packer; katherine campbell; errol simper; television; film industry; abc staff,6567,18,unigram; bigram; trigram
ark://27927/phwnjgjt5,"The Cost of Land Use Decisions: Applying Transaction Cost Economics to Planning & Development, by Edwin Buitelaar",Journal of Regional Science,2009,10.1111/j.1467-9787.2008.00604_4.x,article,,portico,,2009-02-01,1,49,http://doi.org/10.1111/j.1467-9787.2008.00604_4.x,Jonathan Levine,"John Wiley & Sons, Inc.",eng,213,216,,wiley periodicals; planning; transaction costs; economics; creative; regional; buitelaar; creative economy; regional science; economic geographers,19201,33,unigram; bigram; trigram
ark://27927/pjbcs1gm8tk,Introduction:,Artful Breakdowns,2023,,chapter,,portico,,2023-03-02,,,,GEORGIANA BANITA; LEE KONSTANTIOU,University Press of Mississippi,eng,3,46,,spiegelman; comics; art spiegelman; cartoonists; georgiana banita; cartooning; underground; yorker; magazine; spiegelman georgiana,22315,44,unigram; bigram; trigram
ark://27927/pjbp2n9vpqv,“BIZARRE CREATURES” AND THE FANS WHO LOVE THEM:,Alt Kid Lit,2024,,chapter,,portico,,2024-04-15,,,,Paige Gray,University Press of Mississippi,eng,156,169,,dark crystal; puppetry; henson; puppetry arts; bizarre creatures; jim henson; puppet; paige gray; center for puppetry; posthuman,7470,14,unigram; bigram; trigram
ark://27927/phzgn5n8v47,"Book Review: Jauregui, Beatrice. Provisional authority: police, order, and security in India. ix, 205 pp., illus., bibliogr. Chicago: Univ. Press, 2016. £24.50 (paper)",Journal of the Royal Anthropological Institute,2020,10.1111/1467-9655.13356,article,,portico,,2020-09-01,3,26,http://doi.org/10.1111/1467-9655.13356,David Sausdal,"John Wiley & Sons, Inc.",eng,696,697,,royal anthropological; anthropological institute; royal anthropological institute; illus bibliogr; heritage; archaeology; japanese; kuijpers; afro japanese; sliwinski,33830,45,unigram; bigram; trigram
ark://27927/pbd860t5wx,Index,Women Filmmakers in Early Hollywood,2006,,chapter,,portico,,2006-01-01,,,,"Mahar, Karen Ward",The Johns Hopkins University Press,eng,277,291,,serial films; company; studios; film company; film industry; woman film; picture; movie stars; film corporation; independent studios,6660,15,unigram; bigram; trigram
ark://27927/phz99skx3dg,Mixing Research and Policy,Women in Higher Education,2019,10.1002/whe.20736,article,,portico,,2019-08-01,8,28,http://doi.org/10.1002/whe.20736,Mary Lou Santovec,"John Wiley & Sons, Inc.",eng,1,3,,macarthur geniuses; experiential learning; haco hoang; cal lutheran; says hoang; congrats macarthur; wwwwileyonlinelibrarycom; online; visit wwwwileyonlinelibrarycom; education,3073,3,unigram; bigram; trigram
ark://27927/phz6b5ksmkz,NOTES,"Los Angeles Documentary and the Production of Public History, 1958-1977",2018,10.1525/j.ctt1x3s3sd.14,chapter,,portico,,2018-01-23,,,https://doi.org/10.1525/j.ctt1x3s3sd.14,Joshua Glick,University of California Press,eng,207,248,,angeles; wolper; angeles times; joshua glick; joe saltzman; television; los angeles times; kent mackenzie; documentary; exiles,21462,42,unigram; bigram; trigram
http://www.jstor.org/stable/20687795,BOOKS RECEIVED,Journal of Film and Video,1987,,article,misc,jstor,,1987-10-01,4,39,http://www.jstor.org/stable/20687795,Don Fredericksen; Patricia Erens,University of Illinois Press,eng,48,62,,video xxxix; cinema; xxxix fall; video xxxix fall; boston focal; film and video; television; filmmakers; york ungar; eisenstein,8810,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/20479785,"Huxley's Feelies: The Cinema of Sensation in ""Brave New World""",Twentieth Century Literature,2006,,article,research-article,jstor,,2006-12-01,4,52,http://www.jstor.org/stable/20479785,Laura Frost,Duke University Press,eng,443,473,,huxley; cinema; brave new; talkies; brave new world; huxleys feelies; laura frost; helicopter; pleasure; lenina,12120,31,unigrams; bigrams; trigrams
ark://27927/phw65vn5v5,John Ford’s Festive Comedy: Ireland Imagined in The Quiet Man,Éire-Ireland,2017,,article,article,portico,,2017-07-01,3-4,36,,William C. Dowling,Project MUSE,eng,190,211,,quiet man; festive comedy; comedy ireland; ireland imagined; sean thornton; festive comedy ireland; ford’s festive; comedy ireland imagined; ford’s festive comedy; danaher,9583,22,unigram; bigram; trigram
ark://27927/phzkr0z0s97,Issue Matter,"Higher Education, Skills and Work-based Learning",2020,,article,,portico,,2020-05-18,1,11,,,Emerald Group Publishing,eng,,,,creative industries; apprenticeships; apprenticeship; degree apprenticeships; apprenticeship standards; employers; uploads; accessed; businesses; companies,150646,300,unigram; bigram; trigram
ark://27927/phw68htjkk,The Heroic Soviet on the American Screen,Film & History: An Interdisciplinary Journal of Film and Television Studies,2013,,article,Article,portico,,2013-01-02,3,9,, Peck; Jeffrey William,Project MUSE,eng,54,63,,soviet; russians; russia; peasant; ninotchka; american; hollywood; thirties; heroic soviet; north star,4126,11,unigram; bigram; trigram
ark://27927/phzfs3p1w22,Mr. Halleck's New Deal: Congressman Charles Halleck and the Limits to Reform,Indiana Magazine of History,2007,10.2307/27792778,article,,portico,,2007-03-01,1,103,http://doi.org/10.2307/27792778,ROBERT L. FULLER,Indiana University Press,eng,66,92,,halleck; new deal; republicans; scrapbook cah; hallecks new; federal; indiana; congress; indiana magazine; hallecks new deal,10043,27,unigram; bigram; trigram
ark://27927/phzfjbcv8xb,2. Faded Tracks of Austrian Anthropology: Hans Sidonius (von) Becker (1895– 1948) and Some of His Contemporaries,Tracking Anthropological Engagements,2018,,chapter,,portico,,2018-01-01,,,,Christian Feest,University of Nebraska Press,eng,,,,becker; christian feest; austrian; paraguay; austrian anthropology; vienna; faded tracks; lengua; hans becker; baldus,32859,88,unigram; bigram; trigram
